cluster_sample_id,feat_900.00,feat_905.76,feat_911.51,feat_917.27,feat_923.02,feat_928.78,feat_934.53,feat_940.29,feat_946.04,feat_951.80,feat_957.55,feat_963.31,feat_969.06,feat_974.82,feat_980.58,feat_986.33,feat_992.09,feat_997.84,feat_1003.60,feat_1009.35,feat_1015.11,feat_1020.86,feat_1026.62,feat_1032.37,feat_1038.13,feat_1043.88,feat_1049.64,feat_1055.40,feat_1061.15,feat_1066.91,feat_1072.66,feat_1078.42,feat_1084.17,feat_1089.93,feat_1095.68,feat_1101.44,feat_1107.19,feat_1112.95,feat_1118.71,feat_1124.46,feat_1130.22,feat_1135.97,feat_1141.73,feat_1147.48,feat_1153.24,feat_1158.99,feat_1164.75,feat_1170.50,feat_1176.26,feat_1182.01,feat_1187.77,feat_1193.53,feat_1199.28,feat_1205.04,feat_1210.79,feat_1216.55,feat_1222.30,feat_1228.06,feat_1233.81,feat_1239.57,feat_1245.32,feat_1251.08,feat_1256.83,feat_1262.59,feat_1268.35,feat_1274.10,feat_1279.86,feat_1285.61,feat_1291.37,feat_1297.12,feat_1302.88,feat_1308.63,feat_1314.39,feat_1320.14,feat_1325.90,feat_1331.65,feat_1337.41,feat_1343.17,feat_1348.92,feat_1354.68,feat_1360.43,feat_1366.19,feat_1371.94,feat_1377.70,feat_1383.45,feat_1389.21,feat_1394.96,feat_1400.72,feat_1406.47,feat_1412.23,feat_1417.99,feat_1423.74,feat_1429.50,feat_1435.25,feat_1441.01,feat_1446.76,feat_1452.52,feat_1458.27,feat_1464.03,feat_1469.78,feat_1475.54,feat_1481.29,feat_1487.05,feat_1492.81,feat_1498.56,feat_1504.32,feat_1510.07,feat_1515.83,feat_1521.58,feat_1527.34,feat_1533.09,feat_1538.85,feat_1544.60,feat_1550.36,feat_1556.12,feat_1561.87,feat_1567.63,feat_1573.38,feat_1579.14,feat_1584.89,feat_1590.65,feat_1596.40,feat_1602.16,feat_1607.91,feat_1613.67,feat_1619.42,feat_1625.18,feat_1630.94,feat_1636.69,feat_1642.45,feat_1648.20,feat_1653.96,feat_1659.71,feat_1665.47,feat_1671.22,feat_1676.98,feat_1682.73,feat_1688.49,feat_1694.24,feat_1700.00,label
SW_WW_1-7_20250417_raw_swir,0.3994591236114502,0.4946494102478027,0.5667691826820374,0.5395519137382507,0.584821879863739,0.6383535861968994,0.6219280958175659,0.6262511610984802,0.6369234919548035,0.6191686391830444,0.6187273263931274,0.616497814655304,0.6072179079055786,0.6030104756355286,0.605232298374176,0.60738605260849,0.6104779839515686,0.6172938942909241,0.6241215467453003,0.6253098249435425,0.6231969594955444,0.62407386302948,0.628286600112915,0.6346592307090759,0.6426330208778381,0.6475738883018494,0.6512925624847412,0.6533569693565369,0.6552862524986267,0.6557590365409851,0.65083909034729,0.6439744234085083,0.6407853364944458,0.6423454880714417,0.6418188214302063,0.633748471736908,0.6274745464324951,0.6240113973617554,0.6184211373329163,0.6121103763580322,0.6062352061271667,0.5957680940628052,0.5805501937866211,0.5665737986564636,0.5570033192634583,0.5506049394607544,0.5442137718200684,0.5391299724578857,0.5375025272369385,0.5375125408172607,0.5345224142074585,0.5292396545410156,0.5272349715232849,0.5286692380905151,0.5298858284950256,0.5306845903396606,0.5322556495666504,0.5344598293304443,0.5363565683364868,0.538062572479248,0.5403791666030884,0.5428972840309143,0.544024646282196,0.5427126884460449,0.5405510663986206,0.5390568375587463,0.5368027687072754,0.5311835408210754,0.522861123085022,0.513962984085083,0.5052207708358765,0.49606853723526,0.4850909411907196,0.4716087877750397,0.4567077159881592,0.4414630532264709,0.4273838400840759,0.4146910905838012,0.4021084904670715,0.3874538242816925,0.3708235025405884,0.3542157113552093,0.3380334675312042,0.320038378238678,0.2981223464012146,0.2728048264980316,0.2469046264886856,0.2226139307022094,0.2016019970178604,0.1846182495355606,0.1714551001787185,0.1611053347587585,0.152876392006874,0.1467030495405197,0.1420214623212814,0.1382134109735489,0.1354807615280151,0.1344448179006576,0.1350352019071579,0.1363961398601532,0.1382763683795929,0.1406761705875396,0.1437907516956329,0.147464245557785,0.1518487930297851,0.1568494737148285,0.1619800329208374,0.1669396460056305,0.1716969460248947,0.1763342916965484,0.1811071336269378,0.1863918751478195,0.1924526542425155,0.1989566832780838,0.2050374150276184,0.2103191763162613,0.2147303819656372,0.2188152968883514,0.2228631377220153,0.2272923439741134,0.2320005595684051,0.2365861982107162,0.2405660152435302,0.2435114681720733,0.2454620450735092,0.246644839644432,0.2475613802671432,0.248579517006874,0.2499490529298782,0.2517214715480804,0.2537253797054291,0.2556969225406647,0.2573209106922149,0.2584337592124939,0.2591567635536194,0.2595540583133697,0.2594963610172272,0.2585480213165283,0.256467193365097,0.2538805305957794,WW
SW_DR_2-13_20250420_raw_swir,0.4046088457107544,0.4207067489624023,0.4205383658409118,0.4670581519603729,0.5336874127388,0.5643043518066406,0.5555375814437866,0.5382080078125,0.5437808632850647,0.5393860340118408,0.5411373972892761,0.5402842164039612,0.5374606251716614,0.53044593334198,0.539513111114502,0.5483989119529724,0.54768306016922,0.5420973300933838,0.5431462526321411,0.5441065430641174,0.5509229302406311,0.5596680641174316,0.5623804926872253,0.5599109530448914,0.5627734065055847,0.5711798667907715,0.5798753499984741,0.5840662121772766,0.5865181684494019,0.5856534242630005,0.5848107933998108,0.5857712626457214,0.5849811434745789,0.5795232653617859,0.571732759475708,0.5649318099021912,0.5613523125648499,0.5587207078933716,0.5524332523345947,0.5415565371513367,0.5287514328956604,0.5173856019973755,0.5064048171043396,0.4953607022762298,0.485405832529068,0.478056401014328,0.4748121500015259,0.4723334908485412,0.4688170254230499,0.4663690626621246,0.4640581309795379,0.461200475692749,0.4607178866863251,0.4634532034397125,0.465674877166748,0.4660297930240631,0.466920405626297,0.4696666896343231,0.4728381633758545,0.4754136502742767,0.4781689941883087,0.4810585677623749,0.4831277728080749,0.4842690229415893,0.484691172838211,0.4835996031761169,0.4802186489105224,0.475420206785202,0.470681369304657,0.46549192070961,0.4582333564758301,0.4492937326431274,0.4398508667945862,0.4294888079166412,0.4177500605583191,0.405386745929718,0.3933455049991607,0.381878137588501,0.370303601026535,0.3575643002986908,0.3433902859687805,0.3287409543991089,0.3140055537223816,0.297548234462738,0.2780734002590179,0.2567479610443115,0.2356500923633575,0.2163452208042144,0.1999603807926178,0.186680406332016,0.1759211868047714,0.1672754138708114,0.1604485064744949,0.15511155128479,0.1510979086160659,0.1482207030057907,0.1462392657995224,0.1450223177671432,0.1444957703351974,0.1446946263313293,0.1457938104867935,0.1479137688875198,0.1509757190942764,0.154757872223854,0.1589385271072387,0.1632466167211532,0.1677104532718658,0.1726032346487045,0.1779419332742691,0.1833128035068512,0.1882939487695694,0.1928676068782806,0.197303295135498,0.2017939537763595,0.2062546163797378,0.2103929966688156,0.2139939367771148,0.2172481417655944,0.2206942290067672,0.2246972322463989,0.2290325164794922,0.2332037687301635,0.2370495349168777,0.2407871037721634,0.2445385307073593,0.2480534464120865,0.2509632706642151,0.2530655562877655,0.254402756690979,0.2551741302013397,0.255688339471817,0.2562392354011535,0.256960928440094,0.2577463388442993,0.2584168612957001,0.2588654160499573,0.259080559015274,0.2592706382274627,0.2596671879291534,0.2603213787078857,DR
SW_WW_1-10_20250414_raw_swir,0.3622200489044189,0.5244797468185425,0.6325041055679321,0.5241062641143799,0.6162527203559875,0.6360923051834106,0.6022230386734009,0.6044607162475586,0.5887333154678345,0.5785776972770691,0.6084423065185547,0.6371164321899414,0.6508395075798035,0.6605430245399475,0.6430507898330688,0.6226010918617249,0.6323546767234802,0.63673996925354,0.6437264084815979,0.6640558838844299,0.6555052399635315,0.6440184712409973,0.6627850532531738,0.6695261597633362,0.6652076840400696,0.6615566611289978,0.6795523166656494,0.6928246021270752,0.6765114665031433,0.6521400809288025,0.6465391516685486,0.6617624163627625,0.6686823964118958,0.6596498489379883,0.657007098197937,0.6599807739257812,0.659346342086792,0.6542252898216248,0.6481123566627502,0.6460830569267273,0.6422540545463562,0.627521276473999,0.6114515066146851,0.602763295173645,0.591603696346283,0.5794941186904907,0.573556661605835,0.5698941349983215,0.5707505345344543,0.5733614563941956,0.5666182041168213,0.556414008140564,0.5550076961517334,0.5608975291252136,0.5635931491851807,0.5566208958625793,0.5494069457054138,0.5491655468940735,0.5492505431175232,0.5467215180397034,0.5475476384162903,0.5528234243392944,0.5551065802574158,0.5519264936447144,0.546347439289093,0.5400880575180054,0.5349683165550232,0.5328124165534973,0.5326220393180847,0.5293068885803223,0.5192279815673828,0.5059866905212402,0.4949880838394165,0.4872963726520538,0.4789952635765075,0.465358167886734,0.4479378461837768,0.4316843450069427,0.4174176156520843,0.4043754637241363,0.3929313719272613,0.3812490701675415,0.3655242919921875,0.3432843387126922,0.3143893480300903,0.2814904153347015,0.2492570579051971,0.2217997610569,0.201064795255661,0.1866191178560257,0.176153615117073,0.1672236770391464,0.1592693328857422,0.1532339751720428,0.1494777649641037,0.1473472863435745,0.1457258611917495,0.1433371007442474,0.1404615044593811,0.1396539658308029,0.1421922445297241,0.145840510725975,0.1485210359096527,0.1509913653135299,0.1545813530683517,0.1589639335870742,0.1632411181926727,0.1674311012029647,0.1721875518560409,0.177976369857788,0.1846527755260467,0.1914156824350357,0.1973905265331268,0.2025498300790786,0.2076995074748993,0.2133537679910659,0.2192038893699646,0.2248865514993667,0.230617955327034,0.2366481721401214,0.2426074743270874,0.2478775531053543,0.2523106932640075,0.2562214732170105,0.25993612408638,0.2636003792285919,0.267245203256607,0.2706524431705475,0.273324966430664,0.2748531699180603,0.2754408121109009,0.2758681774139404,0.2769164144992828,0.2787634432315826,0.280964195728302,0.2828996777534485,0.284162312746048,0.2846418619155884,0.2843994796276092,0.2834751307964325,WW
SW_WW_1-15_20250421_raw_swir,0.4780190587043762,0.4616338312625885,0.461976557970047,0.4590343832969665,0.5815715789794922,0.5847972631454468,0.563770055770874,0.5674343109130859,0.5842299461364746,0.5660114288330078,0.5594789385795593,0.5579695701599121,0.5629922151565552,0.5668742656707764,0.5735578536987305,0.5745324492454529,0.5740578770637512,0.5697767734527588,0.5757589936256409,0.5829886198043823,0.584001362323761,0.5919784307479858,0.5946603417396545,0.594213604927063,0.5982429385185242,0.6035933494567871,0.6100927591323853,0.6131407022476196,0.6156147718429565,0.6175336241722107,0.6162987947463989,0.6135884523391724,0.610119640827179,0.6088711023330688,0.6063816547393799,0.598304033279419,0.5917853713035583,0.5885350108146667,0.5837777256965637,0.574870765209198,0.5632572174072266,0.5521402359008789,0.5392707586288452,0.5254026055335999,0.5152999758720398,0.5091636776924133,0.5051000714302063,0.5010271668434143,0.4971826374530792,0.4954568445682525,0.494381844997406,0.4932700097560882,0.4938492476940155,0.4955757260322571,0.4948396980762481,0.4931308925151825,0.4944289624691009,0.4975058436393738,0.499585211277008,0.5004582405090332,0.5017718076705933,0.5032057762145996,0.504061222076416,0.50450599193573,0.503758430480957,0.5013899803161621,0.4975825846195221,0.4926600456237793,0.4869278073310852,0.4800314009189605,0.4706550240516662,0.4591698348522186,0.4477487504482269,0.4365351796150207,0.4238607287406921,0.4093696773052215,0.3940953016281128,0.3792906403541565,0.3653940260410309,0.3515242338180542,0.3372514247894287,0.3232826888561249,0.3091843128204345,0.2924544513225555,0.2720311284065246,0.2493475079536438,0.2261290550231933,0.2035208046436309,0.1831652224063873,0.1665721088647842,0.1534220576286316,0.1427961140871048,0.1346434652805328,0.1292545646429062,0.1258183419704437,0.1233099028468132,0.1215106472373008,0.1208807006478309,0.1215809285640716,0.1234269142150878,0.1262602657079696,0.129763975739479,0.1332789957523346,0.1365113109350204,0.1396035850048065,0.1431449502706527,0.1472471356391906,0.1517201066017151,0.1563079208135604,0.1608972549438476,0.1656079590320587,0.1707602143287658,0.1763345599174499,0.1821363121271133,0.1876908987760543,0.1927612870931625,0.1972369700670242,0.2010687440633773,0.2047021687030792,0.2084333449602127,0.2124982327222824,0.2167362421751022,0.2207716405391693,0.2243631482124328,0.2274553030729293,0.2302632480859756,0.2329403907060623,0.2355177998542785,0.2377404123544693,0.2393069267272949,0.2400859892368316,0.240414872765541,0.240762785077095,0.2416492849588394,0.243240013718605,0.2450429499149322,0.2463392317295074,0.2462121397256851,0.2443423718214035,0.2409595549106598,WW
SW_MD_3-13_20250414_raw_swir,0.5618387460708618,0.4406984150409698,0.5033115744590759,0.5581263899803162,0.555587649345398,0.5565336346626282,0.5449124574661255,0.596608579158783,0.6029755473136902,0.5855892300605774,0.5857682824134827,0.5886205434799194,0.5853923559188843,0.588315486907959,0.5912643671035767,0.5915581583976746,0.5968917012214661,0.5982001423835754,0.6017357110977173,0.6042984127998352,0.6076985001564026,0.6144257187843323,0.6207684278488159,0.6246799230575562,0.6230746507644653,0.6211163401603699,0.6258962750434875,0.6277146935462952,0.6217267513275146,0.6177482604980469,0.6222501993179321,0.6258297562599182,0.6223443746566772,0.6184139847755432,0.6153624057769775,0.6167137622833252,0.6205689907073975,0.6196624040603638,0.6105238795280457,0.5995726585388184,0.5931643843650818,0.5860773921012878,0.5767019391059875,0.5667933821678162,0.5545058846473694,0.54429692029953,0.538844645023346,0.5376879572868347,0.5387839078903198,0.5370714068412781,0.5313414931297302,0.5272974967956543,0.5280493497848511,0.5292600989341736,0.5285434722900391,0.5279229283332825,0.5277301669120789,0.5263470411300659,0.5239623785018921,0.5214229226112366,0.5193488001823425,0.5181761384010315,0.5178038477897644,0.5180755257606506,0.5179966688156128,0.5165278315544128,0.5131731629371643,0.5075955986976624,0.499946117401123,0.4908550083637237,0.480911374092102,0.469694584608078,0.4565804302692413,0.442445307970047,0.4284207820892334,0.4150362908840179,0.4029882848262787,0.3922596275806427,0.3814336955547333,0.3690497577190399,0.3550845086574554,0.3403072655200958,0.3240829706192016,0.3045113384723663,0.2809541523456573,0.2550977170467376,0.2294455915689468,0.2056608647108078,0.18446746468544,0.1662683188915252,0.1516417115926742,0.1407154500484466,0.1323140561580658,0.1252567023038864,0.1199471578001976,0.117156945168972,0.1163321360945701,0.1162184178829193,0.1161986663937568,0.1164673417806625,0.1174711808562278,0.1194149330258369,0.1221393942832946,0.1254265755414962,0.1292161494493484,0.1333280801773071,0.1373669207096099,0.1411986052989959,0.1451467126607895,0.1496385633945465,0.1547894775867462,0.1602967828512191,0.1655683368444442,0.1701688915491104,0.1742547899484634,0.1784246414899826,0.1830630898475647,0.1879859566688537,0.1927054226398468,0.1968509256839752,0.2003578394651413,0.2034812122583389,0.2066183686256408,0.2100433558225631,0.2137188464403152,0.2174536734819412,0.2210499197244644,0.2242322862148285,0.2265610992908477,0.2276632487773895,0.2275666445493698,0.2267854958772659,0.2260025590658188,0.2257076799869537,0.2261020392179489,0.2272116839885711,0.2289711534976959,0.2311814874410629,0.233454942703247,0.2353060990571975,MD
SW_MD_3-13_20250417_raw_swir,0.3517597019672394,0.475787878036499,0.5201394557952881,0.4958363175392151,0.5343839526176453,0.5371406078338623,0.5429370999336243,0.5521305799484253,0.5438666343688965,0.5349465608596802,0.5385441184043884,0.5380352139472961,0.5429901480674744,0.5448042154312134,0.543307900428772,0.5390025973320007,0.5454311966896057,0.5497198700904846,0.5483379364013672,0.5446344614028931,0.5464858412742615,0.5538250207901001,0.5597883462905884,0.5623258948326111,0.5672626495361328,0.5721068978309631,0.573488175868988,0.5769563913345337,0.5823015570640564,0.5824154019355774,0.5806655287742615,0.5793549418449402,0.5787513852119446,0.5789294838905334,0.5758901238441467,0.5658766031265259,0.5570757389068604,0.5521332621574402,0.5470107197761536,0.5393736362457275,0.5292049646377563,0.5196564793586731,0.5085057020187378,0.4957073926925659,0.4860078692436218,0.4815096855163574,0.4782577753067016,0.4748139679431915,0.4713963866233825,0.4670623242855072,0.4620824158191681,0.4590213000774383,0.4591168463230133,0.4613471031188965,0.4630737006664276,0.4631123840808868,0.4630485475063324,0.4643388986587524,0.4667006731033325,0.4696674942970276,0.4724563360214233,0.4738386869430542,0.4737661182880401,0.4725865721702575,0.4703201055526733,0.467778593301773,0.4654825031757355,0.4622446298599243,0.4569967687129974,0.4504374861717224,0.4430622458457947,0.4342418909072876,0.4237041175365448,0.4118655920028686,0.399404376745224,0.3867349922657013,0.3743284344673157,0.3628792762756347,0.3515096008777618,0.3378481268882751,0.3214098215103149,0.3047532439231872,0.2894266843795776,0.2733126878738403,0.2539032101631164,0.231793999671936,0.2094533890485763,0.1889269798994064,0.1715912222862243,0.157972902059555,0.1472296267747879,0.13801009953022,0.1299485266208648,0.1236420944333076,0.1192919686436653,0.1163058578968048,0.1140827760100364,0.1123763397336006,0.111340120434761,0.1113645732402801,0.1124247461557388,0.1141138300299644,0.1164728179574012,0.1198687851428985,0.1241707354784011,0.1288129836320877,0.1333797425031662,0.1377906948328018,0.1421970725059509,0.1468632370233535,0.1519162207841873,0.1572627872228622,0.1627689450979232,0.1683589965105056,0.1738589704036712,0.1789876520633697,0.1835762411355972,0.1876982301473617,0.1915856301784515,0.1954457461833953,0.1993564069271087,0.2032812386751175,0.2071707546710968,0.2109782397747039,0.2145940363407135,0.2178390026092529,0.2206086069345474,0.2229176014661789,0.22482331097126,0.2263942211866378,0.2277716249227523,0.2292057573795318,0.2309193611145019,0.2329052239656448,0.2348599284887313,0.2363849729299545,0.2373121827840805,0.2378999292850494,0.2386364042758941,0.2395314425230026,MD
SW_MD_3-11_20250418_raw_swir,0.5153298377990723,0.4985483884811401,0.5201473236083984,0.5502601265907288,0.6167823672294617,0.6192058324813843,0.5947555303573608,0.596530556678772,0.618840754032135,0.6166737675666809,0.6023555994033813,0.6025981903076172,0.6043589115142822,0.6027554869651794,0.6083710193634033,0.613789975643158,0.6165608763694763,0.6199548244476318,0.6189325451850891,0.616470217704773,0.6164107322692871,0.6208645105361938,0.622183620929718,0.623086154460907,0.6301783323287964,0.6310707330703735,0.6289997696876526,0.6327403783798218,0.6377676129341125,0.6418411731719971,0.6421603560447693,0.6402950286865234,0.6382927298545837,0.6337113380432129,0.6264598369598389,0.6204802989959717,0.617210328578949,0.6133742332458496,0.6094787120819092,0.6028164625167847,0.5912575125694275,0.5794755816459656,0.5689045786857605,0.5573290586471558,0.5472297072410583,0.5414249897003174,0.5377116203308105,0.5343743562698364,0.5332496166229248,0.5322209000587463,0.5286076068878174,0.5237327814102173,0.5215582251548767,0.5223233699798584,0.5233128666877747,0.5245668292045593,0.5268728733062744,0.5296388864517212,0.5318529009819031,0.533388078212738,0.5347606539726257,0.5365188121795654,0.5378727316856384,0.53733229637146,0.5347245335578918,0.5314791798591614,0.5280061364173889,0.5236601829528809,0.5171006321907043,0.5083604454994202,0.498864471912384,0.4890608191490173,0.4784899652004242,0.4668404459953308,0.4543245434761047,0.441305011510849,0.427475243806839,0.4136344194412231,0.3999916315078735,0.3856323063373565,0.369994580745697,0.3541712760925293,0.3383305072784424,0.3200097382068634,0.2976839542388916,0.2725974321365356,0.2472330629825592,0.2236438244581222,0.2034888863563537,0.1873511373996734,0.174403116106987,0.1635879129171371,0.1548405140638351,0.1482942402362823,0.14361272752285,0.1403826773166656,0.138403370976448,0.1373337209224701,0.1371558159589767,0.1378308683633804,0.1389975100755691,0.1409788727760315,0.1438721865415573,0.148128256201744,0.1536766737699508,0.1595892459154129,0.1649547815322876,0.1698278337717056,0.1746592819690704,0.1799501478672027,0.185483381152153,0.1913086622953415,0.1972113847732544,0.2032370120286941,0.2089498043060302,0.2138607054948806,0.2177362591028213,0.2208327502012252,0.2240974903106689,0.2276234626770019,0.2315516620874405,0.2356437146663665,0.2397298365831375,0.2438370436429977,0.2477736324071884,0.2515412271022796,0.2545636892318725,0.2565846443176269,0.257541686296463,0.2578433752059936,0.2581672966480255,0.2588009834289551,0.259771853685379,0.260831743478775,0.2618446052074432,0.2624459862709045,0.2626931071281433,0.2625147700309753,0.2618923187255859,0.2606357038021087,MD
SW_WW_1-3_20250417_raw_swir,0.4187661409378052,0.5151907801628113,0.5070374011993408,0.5098224878311157,0.5615151524543762,0.5615683794021606,0.547748863697052,0.5561948418617249,0.5755812525749207,0.5772358775138855,0.5783419013023376,0.5751581788063049,0.5775251388549805,0.5772127509117126,0.573887288570404,0.5763184428215027,0.5833517909049988,0.5826530456542969,0.5838573575019836,0.5878614783287048,0.5889418721199036,0.5948684811592102,0.6016570925712585,0.6064857244491577,0.6086916923522949,0.6063480973243713,0.6064605712890625,0.6084786057472229,0.6134577393531799,0.6166046261787415,0.6137100458145142,0.6106516718864441,0.6077299118041992,0.6053622961044312,0.6021912097930908,0.5938611030578613,0.5898933410644531,0.5866639614105225,0.5793577432632446,0.5713290572166443,0.560421347618103,0.5485066175460815,0.5396548509597778,0.5311445593833923,0.5217839479446411,0.5145065188407898,0.5094060897827148,0.5058741569519043,0.5032385587692261,0.5007749795913696,0.497936874628067,0.4948102235794067,0.4946557879447937,0.4969784915447235,0.4978379607200622,0.4974103271961212,0.4983376264572143,0.5006800889968872,0.5028073191642761,0.5047619342803955,0.5072974562644958,0.5089511871337891,0.508408784866333,0.5066239833831787,0.5046704411506653,0.5020308494567871,0.4990422129631042,0.4956444203853607,0.4908300340175628,0.4843787252902984,0.475749522447586,0.4640754163265228,0.4513559937477112,0.4397046267986297,0.4279153347015381,0.4143866896629333,0.4001886248588562,0.3866742253303528,0.3740028738975525,0.3605378270149231,0.3456783890724182,0.33096644282341,0.3161545395851135,0.2988592386245727,0.2778128385543823,0.2539896667003631,0.2294837385416031,0.2066108435392379,0.1874143481254577,0.1718213111162185,0.1591069400310516,0.1491335183382034,0.141705185174942,0.1362528204917907,0.132264643907547,0.1291675865650177,0.1270492672920227,0.1260402202606201,0.125999167561531,0.1263545453548431,0.1272711902856826,0.1291910707950592,0.1323524862527847,0.1365751922130584,0.1414247751235962,0.1463094800710678,0.1508870124816894,0.1553484499454498,0.1600909382104873,0.1651780903339386,0.1705999225378036,0.1764179021120071,0.1824406087398529,0.1883749216794967,0.1935654282569885,0.1979476064443588,0.2016287297010421,0.2053330391645431,0.2096899896860122,0.214655727148056,0.2197577804327011,0.224372312426567,0.2281559109687805,0.2312811762094497,0.23396897315979,0.2363970428705215,0.2385839372873306,0.2403434216976165,0.2416382580995559,0.2426982969045639,0.2437507808208465,0.2451166361570358,0.2467748671770095,0.248540386557579,0.2503993213176727,0.251626044511795,0.2519871592521667,0.2511672973632812,0.249895378947258,0.2494109123945236,WW
SW_MD_2-12_20250415_raw_swir,0.4433520138263702,0.4962686896324157,0.5241780281066895,0.4829152822494507,0.6046087145805359,0.6788238286972046,0.6497452259063721,0.6318219900131226,0.6360628008842468,0.6198379993438721,0.6200884580612183,0.6240350008010864,0.6163381934165955,0.6086294054985046,0.6146730780601501,0.6260318160057068,0.6225852966308594,0.6167351007461548,0.6194847822189331,0.6234355568885803,0.6284033060073853,0.6348004341125488,0.640784502029419,0.642277181148529,0.6490806341171265,0.6518213152885437,0.6556527018547058,0.6606796979904175,0.6649793386459351,0.66048264503479,0.652014434337616,0.6484889388084412,0.6466695666313171,0.6488849520683289,0.6514854431152344,0.6439053416252136,0.6340292096138,0.6304741501808167,0.630375862121582,0.6285817623138428,0.6184538006782532,0.6058737635612488,0.5938024520874023,0.5816729664802551,0.5720183849334717,0.566704273223877,0.5637287497520447,0.5601208806037903,0.5533778071403503,0.5472623109817505,0.5436952710151672,0.5389886498451233,0.5373807549476624,0.5419563055038452,0.5460187196731567,0.5449480414390564,0.5414384007453918,0.5391343235969543,0.5388900637626648,0.5397684574127197,0.5416033267974854,0.5422261357307434,0.5397636890411377,0.5360733270645142,0.533310055732727,0.5310513377189636,0.5267537236213684,0.5195891857147217,0.5114154815673828,0.5039922595024109,0.4973711967468261,0.4894378185272217,0.4785432517528534,0.4655412137508392,0.4513693451881408,0.4360882341861725,0.4209751784801483,0.4081219136714935,0.3977621495723724,0.3873940706253052,0.3743182718753814,0.3590991497039795,0.3434443473815918,0.3259002268314361,0.3044953942298889,0.2801325619220733,0.2545370161533355,0.2287944257259369,0.2046633064746856,0.1841931790113449,0.1682108491659164,0.1562083661556244,0.1472809612751007,0.1407424062490463,0.1360077261924743,0.1326607316732406,0.1305889636278152,0.1294605433940887,0.1289528310298919,0.1296309232711792,0.132112368941307,0.1357599794864654,0.1394547522068023,0.1428571492433548,0.1462036222219467,0.1496442407369613,0.1532390564680099,0.1571839451789856,0.1617814898490905,0.167169377207756,0.1731204837560653,0.1791929751634597,0.1850327402353286,0.1904798299074173,0.1954521834850311,0.1998497396707534,0.2035778164863586,0.2067078351974487,0.2096298485994339,0.2129066735506057,0.2168871760368347,0.2214106619358062,0.2260371297597885,0.2304279059171676,0.2344993203878402,0.2382096499204635,0.2414041012525558,0.2438616454601287,0.2454912513494491,0.246483027935028,0.2472265809774398,0.2480726838111877,0.2490907460451126,0.2500598728656769,0.250684916973114,0.2507850527763366,0.2502783834934234,0.2490764856338501,0.2471415102481842,0.2446247041225433,MD
SW_WW_1-1_20250416_raw_swir,0.4117009341716766,0.4971026182174682,0.4545060396194458,0.4484169781208038,0.4954276978969574,0.5160143971443176,0.5177334547042847,0.5179145932197571,0.5275348424911499,0.5257502198219299,0.5287315845489502,0.5311509370803833,0.5316332578659058,0.5308955311775208,0.5343430042266846,0.5344412922859192,0.5326573848724365,0.5365976095199585,0.5444890260696411,0.5478010177612305,0.5485371947288513,0.5532485842704773,0.5490010380744934,0.5476718544960022,0.5529199838638306,0.5570041537284851,0.5659820437431335,0.5707615613937378,0.5726680159568787,0.5727748870849609,0.5715349316596985,0.5695925354957581,0.5650675296783447,0.5640319585800171,0.5615912675857544,0.5513730049133301,0.5428909063339233,0.5371199250221252,0.5331830382347107,0.5285320281982422,0.5187218189239502,0.5060824155807495,0.4949547350406647,0.4844793677330017,0.4759362041950226,0.4700988233089447,0.4666005074977875,0.4654110074043274,0.4640360176563263,0.4607191681861877,0.4566875398159027,0.452837735414505,0.4514932334423065,0.4529425799846649,0.4533418118953705,0.4530215859413147,0.4542393982410431,0.4566831886768341,0.459101527929306,0.4609591364860534,0.4628458619117737,0.465122789144516,0.467110812664032,0.4680973589420318,0.4678272902965545,0.4663485288619995,0.4639621078968048,0.4603300392627716,0.4550776183605194,0.4483555853366852,0.4403083920478821,0.4311253428459167,0.421109676361084,0.4107078611850738,0.3997249901294708,0.3875124156475067,0.3749792277812958,0.3637153804302215,0.3534533977508545,0.3425752818584442,0.3301082253456116,0.3163387179374695,0.3013418912887573,0.2836390137672424,0.2621667683124542,0.2383653372526168,0.2148079127073288,0.1932939440011978,0.1747059673070907,0.1591787785291671,0.1466748118400573,0.1373811811208725,0.1310540437698364,0.1268980056047439,0.1242532953619957,0.122516319155693,0.1208791881799697,0.1189482063055038,0.117249771952629,0.1166605204343795,0.1176225692033767,0.1199778020381927,0.1232226267457008,0.126906082034111,0.13084776699543,0.1350038200616836,0.1393234729766845,0.1438437104225158,0.1486384570598602,0.1536375284194946,0.1586955040693283,0.1638122349977493,0.1690930724143982,0.1745108813047409,0.1798439621925354,0.1848438382148742,0.1894240975379943,0.1937052309513092,0.1978927105665207,0.202035367488861,0.2058800905942917,0.2090484052896499,0.2114014029502868,0.2132424116134643,0.2150869071483612,0.2172470241785049,0.2195975184440612,0.2217140048742294,0.2233105301856994,0.2244917750358581,0.2256519943475723,0.2271114289760589,0.2288469821214676,0.2305604964494705,0.2319281697273254,0.2327154278755188,0.2327344119548797,0.2318039387464523,0.2299693077802658,0.2276627123355865,WW
